Query,Join_size,True,Psql_est,Compass_estPlan
7_36_4,2,3601991.0,718179.0,-1,"['lineitem-l', 'orders-o']"
7_36_5,3,3601991.0,718179.0,-1,"['lineitem-l', 'orders-o', 'supplier-s']"
7_36_6,3,725961.0,6535.0,-1,"['lineitem-l', 'nation-n1', 'supplier-s']"
7_36_7,3,3601991.0,718179.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
7_36_8,3,1500000.0,483871.0,-1,"['customer-c', 'nation-n2', 'orders-o']"
7_36_9,4,3601991.0,718179.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'supplier-s']"
7_37_0,2,1801.0,91.0,-1,"['nation-n1', 'supplier-s']"
7_37_1,2,150000.0,62500.0,-1,"['customer-c', 'nation-n2']"
7_37_10,4,2354042.0,475406.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o']"
7_37_11,4,451808.0,4326.0,-1,"['lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
7_37_12,5,451808.0,4326.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
7_37_13,5,2354042.0,475406.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o', 'supplier-s']"
7_37_14,6,451808.0,4326.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'supplier-s']"
7_37_2,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
7_37_3,2,2354042.0,475406.0,-1,"['lineitem-l', 'supplier-s']"
7_37_4,2,2354042.0,475406.0,-1,"['lineitem-l', 'orders-o']"
7_37_5,3,2354042.0,475406.0,-1,"['lineitem-l', 'orders-o', 'supplier-s']"
7_37_6,3,451808.0,4326.0,-1,"['lineitem-l', 'nation-n1', 'supplier-s']"
7_37_7,3,2354042.0,475406.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
7_37_8,3,1500000.0,483871.0,-1,"['customer-c', 'nation-n2', 'orders-o']"
7_37_9,4,2354042.0,475406.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'supplier-s']"
7_38_0,2,1801.0,91.0,-1,"['nation-n1', 'supplier-s']"
7_38_1,2,150000.0,62500.0,-1,"['customer-c', 'nation-n2']"
7_38_10,4,5270702.0,1055555.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o']"
7_38_11,4,979871.0,9606.0,-1,"['lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
7_38_12,5,979871.0,9606.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
7_38_13,5,5270702.0,1055555.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o', 'supplier-s']"
7_38_14,6,979871.0,9606.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'supplier-s']"
7_38_2,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
7_38_3,2,5270702.0,1055555.0,-1,"['lineitem-l', 'supplier-s']"
7_38_4,2,5270702.0,1055555.0,-1,"['lineitem-l', 'orders-o']"
7_38_5,3,5270702.0,1055555.0,-1,"['lineitem-l', 'orders-o', 'supplier-s']"
7_38_6,3,979871.0,9606.0,-1,"['lineitem-l', 'nation-n1', 'supplier-s']"
7_38_7,3,5270702.0,1055555.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
7_38_8,3,1500000.0,483871.0,-1,"['customer-c', 'nation-n2', 'orders-o']"
7_38_9,4,5270702.0,1055555.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'supplier-s']"
7_39_0,2,1802.0,91.0,-1,"['nation-n1', 'supplier-s']"
7_39_1,2,150000.0,62500.0,-1,"['customer-c', 'nation-n2']"
7_39_10,4,1371673.0,274651.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o']"
7_39_11,4,249232.0,2499.0,-1,"['lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
7_39_12,5,249232.0,2499.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
7_39_13,5,1371673.0,274651.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o', 'supplier-s']"
7_39_14,6,249232.0,2499.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'supplier-s']"
7_39_2,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
7_39_3,2,1371673.0,274651.0,-1,"['lineitem-l', 'supplier-s']"
7_39_4,2,1371673.0,274651.0,-1,"['lineitem-l', 'orders-o']"
7_39_5,3,1371673.0,274651.0,-1,"['lineitem-l', 'orders-o', 'supplier-s']"
7_39_6,3,249232.0,2499.0,-1,"['lineitem-l', 'nation-n1', 'supplier-s']"
7_39_7,3,1371673.0,274651.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
7_39_8,3,1500000.0,483871.0,-1,"['customer-c', 'nation-n2', 'orders-o']"
7_39_9,4,1371673.0,274651.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'supplier-s']"
7_4_0,2,1801.0,91.0,-1,"['nation-n1', 'supplier-s']"
7_4_1,2,150000.0,62500.0,-1,"['customer-c', 'nation-n2']"
7_4_10,4,4287054.0,855643.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o']"
7_4_11,4,775115.0,7786.0,-1,"['lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
7_4_12,5,775115.0,7786.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
7_4_13,5,4287054.0,855643.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o', 'supplier-s']"
7_4_14,6,775115.0,7786.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'supplier-s']"
7_4_2,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
7_4_3,2,4287054.0,855643.0,-1,"['lineitem-l', 'supplier-s']"
7_4_4,2,4287054.0,855643.0,-1,"['lineitem-l', 'orders-o']"
7_4_5,3,4287054.0,855643.0,-1,"['lineitem-l', 'orders-o', 'supplier-s']"
7_4_6,3,775115.0,7786.0,-1,"['lineitem-l', 'nation-n1', 'supplier-s']"
7_4_7,3,4287054.0,855643.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
7_4_8,3,1500000.0,483871.0,-1,"['customer-c', 'nation-n2', 'orders-o']"
7_4_9,4,4287054.0,855643.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'supplier-s']"
7_40_0,2,1802.0,91.0,-1,"['nation-n1', 'supplier-s']"
7_40_1,2,150000.0,62500.0,-1,"['customer-c', 'nation-n2']"
7_40_10,4,3601991.0,718179.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o']"
7_40_11,4,653833.0,6535.0,-1,"['lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
7_40_12,5,653833.0,6535.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
7_40_13,5,3601991.0,718179.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o', 'supplier-s']"
7_40_14,6,653833.0,6535.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'supplier-s']"
7_40_2,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
7_40_3,2,3601991.0,718179.0,-1,"['lineitem-l', 'supplier-s']"
7_40_4,2,3601991.0,718179.0,-1,"['lineitem-l', 'orders-o']"
7_40_5,3,3601991.0,718179.0,-1,"['lineitem-l', 'orders-o', 'supplier-s']"
7_40_6,3,653833.0,6535.0,-1,"['lineitem-l', 'nation-n1', 'supplier-s']"
7_40_7,3,3601991.0,718179.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
7_40_8,3,1500000.0,483871.0,-1,"['customer-c', 'nation-n2', 'orders-o']"
7_40_9,4,3601991.0,718179.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'supplier-s']"
7_41_0,2,1801.0,91.0,-1,"['nation-n1', 'supplier-s']"
7_41_1,2,150000.0,62500.0,-1,"['customer-c', 'nation-n2']"
7_41_10,4,4317768.0,867335.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o']"
7_41_11,4,781760.0,7893.0,-1,"['lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
7_41_12,5,781760.0,7893.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
7_41_13,5,4317768.0,867335.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o', 'supplier-s']"
7_41_14,6,781760.0,7893.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'supplier-s']"
7_41_2,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
7_41_3,2,4317768.0,867335.0,-1,"['lineitem-l', 'supplier-s']"
7_41_4,2,4317768.0,867335.0,-1,"['lineitem-l', 'orders-o']"
7_41_5,3,4317768.0,867335.0,-1,"['lineitem-l', 'orders-o', 'supplier-s']"
7_41_6,3,781760.0,7893.0,-1,"['lineitem-l', 'nation-n1', 'supplier-s']"
7_41_7,3,4317768.0,867335.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
7_41_8,3,1500000.0,483871.0,-1,"['customer-c', 'nation-n2', 'orders-o']"
7_41_9,4,4317768.0,867335.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'supplier-s']"
7_42_0,2,1801.0,91.0,-1,"['nation-n1', 'supplier-s']"
7_42_1,2,150000.0,62500.0,-1,"['customer-c', 'nation-n2']"
7_42_10,4,2649057.0,529959.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o']"
7_42_11,4,529550.0,4823.0,-1,"['lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
7_42_12,5,529550.0,4823.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
7_42_13,5,2649057.0,529959.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o', 'supplier-s']"
7_42_14,6,529550.0,4823.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'supplier-s']"
7_42_2,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
7_42_3,2,2649057.0,529959.0,-1,"['lineitem-l', 'supplier-s']"
7_42_4,2,2649057.0,529959.0,-1,"['lineitem-l', 'orders-o']"
7_42_5,3,2649057.0,529959.0,-1,"['lineitem-l', 'orders-o', 'supplier-s']"
7_42_6,3,529550.0,4823.0,-1,"['lineitem-l', 'nation-n1', 'supplier-s']"
7_42_7,3,2649057.0,529959.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
7_42_8,3,1500000.0,483871.0,-1,"['customer-c', 'nation-n2', 'orders-o']"
7_42_9,4,2649057.0,529959.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'supplier-s']"
7_43_0,2,1801.0,91.0,-1,"['nation-n1', 'supplier-s']"
7_43_1,2,150000.0,62500.0,-1,"['customer-c', 'nation-n2']"
7_43_10,4,2649057.0,529959.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o']"
7_43_11,4,454221.0,4823.0,-1,"['lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
7_43_12,5,454221.0,4823.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
7_43_13,5,2649057.0,529959.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o', 'supplier-s']"
7_43_14,6,454221.0,4823.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'supplier-s']"
7_43_2,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
7_43_3,2,2649057.0,529959.0,-1,"['lineitem-l', 'supplier-s']"
7_43_4,2,2649057.0,529959.0,-1,"['lineitem-l', 'orders-o']"
7_43_5,3,2649057.0,529959.0,-1,"['lineitem-l', 'orders-o', 'supplier-s']"
7_43_6,3,454221.0,4823.0,-1,"['lineitem-l', 'nation-n1', 'supplier-s']"
7_43_7,3,2649057.0,529959.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
7_43_8,3,1500000.0,483871.0,-1,"['customer-c', 'nation-n2', 'orders-o']"
7_43_9,4,2649057.0,529959.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'supplier-s']"
7_44_0,2,1801.0,91.0,-1,"['nation-n1', 'supplier-s']"
7_44_1,2,150000.0,62500.0,-1,"['customer-c', 'nation-n2']"
7_44_10,4,3601991.0,718179.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o']"
7_44_11,4,726726.0,6535.0,-1,"['lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
7_44_12,5,726726.0,6535.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
7_44_13,5,3601991.0,718179.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o', 'supplier-s']"
7_44_14,6,726726.0,6535.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'supplier-s']"
7_44_2,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
7_44_3,2,3601991.0,718179.0,-1,"['lineitem-l', 'supplier-s']"
7_44_4,2,3601991.0,718179.0,-1,"['lineitem-l', 'orders-o']"
7_44_5,3,3601991.0,718179.0,-1,"['lineitem-l', 'orders-o', 'supplier-s']"
7_44_6,3,726726.0,6535.0,-1,"['lineitem-l', 'nation-n1', 'supplier-s']"
7_44_7,3,3601991.0,718179.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
7_44_8,3,1500000.0,483871.0,-1,"['customer-c', 'nation-n2', 'orders-o']"
7_44_9,4,3601991.0,718179.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'supplier-s']"
7_45_0,2,1801.0,91.0,-1,"['nation-n1', 'supplier-s']"
7_45_1,2,150000.0,62500.0,-1,"['customer-c', 'nation-n2']"
7_45_10,4,3601991.0,718179.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o']"
7_45_11,4,651257.0,6535.0,-1,"['lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
7_45_12,5,651257.0,6535.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
7_45_13,5,3601991.0,718179.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o', 'supplier-s']"
7_45_14,6,651257.0,6535.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'supplier-s']"
7_45_2,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
7_45_3,2,3601991.0,718179.0,-1,"['lineitem-l', 'supplier-s']"
7_45_4,2,3601991.0,718179.0,-1,"['lineitem-l', 'orders-o']"
7_45_5,3,3601991.0,718179.0,-1,"['lineitem-l', 'orders-o', 'supplier-s']"
7_45_6,3,651257.0,6535.0,-1,"['lineitem-l', 'nation-n1', 'supplier-s']"
7_45_7,3,3601991.0,718179.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
7_45_8,3,1500000.0,483871.0,-1,"['customer-c', 'nation-n2', 'orders-o']"
7_45_9,4,3601991.0,718179.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'supplier-s']"
7_46_0,2,1801.0,91.0,-1,"['nation-n1', 'supplier-s']"
7_46_1,2,150000.0,62500.0,-1,"['customer-c', 'nation-n2']"
7_46_10,4,3337690.0,675318.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o']"
7_46_11,4,654767.0,6145.0,-1,"['lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
7_46_12,5,654767.0,6145.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
7_46_13,5,3337690.0,675318.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o', 'supplier-s']"
7_46_14,6,654767.0,6145.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'supplier-s']"
7_46_2,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
7_46_3,2,3337690.0,675318.0,-1,"['lineitem-l', 'supplier-s']"
7_46_4,2,3337690.0,675318.0,-1,"['lineitem-l', 'orders-o']"
7_46_5,3,3337690.0,675318.0,-1,"['lineitem-l', 'orders-o', 'supplier-s']"
7_46_6,3,654767.0,6145.0,-1,"['lineitem-l', 'nation-n1', 'supplier-s']"
7_46_7,3,3337690.0,675318.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
7_46_8,3,1500000.0,483871.0,-1,"['customer-c', 'nation-n2', 'orders-o']"
7_46_9,4,3337690.0,675318.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'supplier-s']"
7_47_0,2,1801.0,91.0,-1,"['nation-n1', 'supplier-s']"
7_47_1,2,150000.0,62500.0,-1,"['customer-c', 'nation-n2']"
7_47_10,4,3337690.0,675318.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o']"
7_47_11,4,654298.0,6145.0,-1,"['lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
7_47_12,5,654298.0,6145.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
7_47_13,5,3337690.0,675318.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o', 'supplier-s']"
7_47_14,6,654298.0,6145.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'supplier-s']"
7_47_2,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
7_47_3,2,3337690.0,675318.0,-1,"['lineitem-l', 'supplier-s']"
7_47_4,2,3337690.0,675318.0,-1,"['lineitem-l', 'orders-o']"
7_47_5,3,3337690.0,675318.0,-1,"['lineitem-l', 'orders-o', 'supplier-s']"
7_47_6,3,654298.0,6145.0,-1,"['lineitem-l', 'nation-n1', 'supplier-s']"
7_47_7,3,3337690.0,675318.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
7_47_8,3,1500000.0,483871.0,-1,"['customer-c', 'nation-n2', 'orders-o']"
7_47_9,4,3337690.0,675318.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'supplier-s']"
7_48_0,2,1802.0,91.0,-1,"['nation-n1', 'supplier-s']"
7_48_1,2,150000.0,62500.0,-1,"['customer-c', 'nation-n2']"
7_48_10,4,1668979.0,337941.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o']"
7_48_11,4,253478.0,3075.0,-1,"['lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
7_48_12,5,253478.0,3075.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
7_48_13,5,1668979.0,337941.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o', 'supplier-s']"
7_48_14,6,253478.0,3075.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'supplier-s']"
7_48_2,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
7_48_3,2,1668979.0,337941.0,-1,"['lineitem-l', 'supplier-s']"
7_48_4,2,1668979.0,337941.0,-1,"['lineitem-l', 'orders-o']"
7_48_5,3,1668979.0,337941.0,-1,"['lineitem-l', 'orders-o', 'supplier-s']"
7_48_6,3,253478.0,3075.0,-1,"['lineitem-l', 'nation-n1', 'supplier-s']"
7_48_7,3,1668979.0,337941.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
7_48_8,3,1500000.0,483871.0,-1,"['customer-c', 'nation-n2', 'orders-o']"
7_48_9,4,1668979.0,337941.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'supplier-s']"
7_49_0,2,1801.0,91.0,-1,"['nation-n1', 'supplier-s']"
7_49_1,2,150000.0,62500.0,-1,"['customer-c', 'nation-n2']"
7_49_10,4,2355321.0,474563.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o']"
7_49_11,4,377522.0,4319.0,-1,"['lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
7_49_12,5,377522.0,4319.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
7_49_13,5,2355321.0,474563.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o', 'supplier-s']"
7_49_14,6,377522.0,4319.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'supplier-s']"
7_49_2,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
7_49_3,2,2355321.0,474563.0,-1,"['lineitem-l', 'supplier-s']"
7_49_4,2,2355321.0,474563.0,-1,"['lineitem-l', 'orders-o']"
7_49_5,3,2355321.0,474563.0,-1,"['lineitem-l', 'orders-o', 'supplier-s']"
7_49_6,3,377522.0,4319.0,-1,"['lineitem-l', 'nation-n1', 'supplier-s']"
7_49_7,3,2355321.0,474563.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
7_49_8,3,1500000.0,483871.0,-1,"['customer-c', 'nation-n2', 'orders-o']"
7_49_9,4,2355321.0,474563.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'supplier-s']"
7_5_0,2,1801.0,91.0,-1,"['nation-n1', 'supplier-s']"
7_5_1,2,150000.0,62500.0,-1,"['customer-c', 'nation-n2']"
7_5_10,4,4317768.0,867335.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o']"
7_5_11,4,856838.0,7893.0,-1,"['lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
7_5_12,5,856838.0,7893.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
7_5_13,5,4317768.0,867335.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o', 'supplier-s']"
7_5_14,6,856838.0,7893.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'supplier-s']"
7_5_2,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
7_5_3,2,4317768.0,867335.0,-1,"['lineitem-l', 'supplier-s']"
7_5_4,2,4317768.0,867335.0,-1,"['lineitem-l', 'orders-o']"
7_5_5,3,4317768.0,867335.0,-1,"['lineitem-l', 'orders-o', 'supplier-s']"
7_5_6,3,856838.0,7893.0,-1,"['lineitem-l', 'nation-n1', 'supplier-s']"
7_5_7,3,4317768.0,867335.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
7_5_8,3,1500000.0,483871.0,-1,"['customer-c', 'nation-n2', 'orders-o']"
7_5_9,4,4317768.0,867335.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'supplier-s']"
7_50_0,2,1802.0,91.0,-1,"['nation-n1', 'supplier-s']"
7_50_1,2,150000.0,62500.0,-1,"['customer-c', 'nation-n2']"
7_50_10,4,5270702.0,1055555.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o']"
7_50_11,4,980328.0,9606.0,-1,"['lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
7_50_12,5,980328.0,9606.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
7_50_13,5,5270702.0,1055555.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o', 'supplier-s']"
7_50_14,6,980328.0,9606.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'supplier-s']"
7_50_2,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
7_50_3,2,5270702.0,1055555.0,-1,"['lineitem-l', 'supplier-s']"
7_50_4,2,5270702.0,1055555.0,-1,"['lineitem-l', 'orders-o']"
7_50_5,3,5270702.0,1055555.0,-1,"['lineitem-l', 'orders-o', 'supplier-s']"
7_50_6,3,980328.0,9606.0,-1,"['lineitem-l', 'nation-n1', 'supplier-s']"
7_50_7,3,5270702.0,1055555.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
7_50_8,3,1500000.0,483871.0,-1,"['customer-c', 'nation-n2', 'orders-o']"
7_50_9,4,5270702.0,1055555.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'supplier-s']"
7_51_0,2,150000.0,62500.0,-1,"['customer-c', 'nation-n2']"
7_51_1,2,686610.0,137187.0,-1,"['lineitem-l', 'orders-o']"
7_51_10,4,686610.0,137187.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o']"
7_51_11,4,686610.0,137187.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'supplier-s']"
7_51_12,5,686610.0,137187.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o', 'supplier-s']"
7_51_13,5,124743.0,1248.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
7_51_14,6,124743.0,1248.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'supplier-s']"
7_51_2,2,1802.0,91.0,-1,"['nation-n1', 'supplier-s']"
7_51_3,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
7_51_4,2,686610.0,137187.0,-1,"['lineitem-l', 'supplier-s']"
7_51_5,3,686610.0,137187.0,-1,"['lineitem-l', 'orders-o', 'supplier-s']"
7_51_6,3,1500000.0,483871.0,-1,"['customer-c', 'nation-n2', 'orders-o']"
7_51_7,3,124743.0,1248.0,-1,"['lineitem-l', 'nation-n1', 'supplier-s']"
7_51_8,3,686610.0,137187.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
7_51_9,4,124743.0,1248.0,-1,"['lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
7_52_0,2,150000.0,62500.0,-1,"['customer-c', 'nation-n2']"
7_52_1,2,2649057.0,529959.0,-1,"['lineitem-l', 'orders-o']"
7_52_10,4,2649057.0,529959.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o']"
7_52_11,4,2649057.0,529959.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'supplier-s']"
7_52_12,5,2649057.0,529959.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o', 'supplier-s']"
7_52_13,5,456594.0,4823.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
7_52_14,6,456594.0,4823.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'supplier-s']"
7_52_2,2,1802.0,91.0,-1,"['nation-n1', 'supplier-s']"
7_52_3,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
7_52_4,2,2649057.0,529959.0,-1,"['lineitem-l', 'supplier-s']"
7_52_5,3,2649057.0,529959.0,-1,"['lineitem-l', 'orders-o', 'supplier-s']"
7_52_6,3,1500000.0,483871.0,-1,"['customer-c', 'nation-n2', 'orders-o']"
7_52_7,3,456594.0,4823.0,-1,"['lineitem-l', 'nation-n1', 'supplier-s']"
7_52_8,3,2649057.0,529959.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
7_52_9,4,456594.0,4823.0,-1,"['lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
7_53_0,2,150000.0,62500.0,-1,"['customer-c', 'nation-n2']"
7_53_1,2,5270702.0,1055555.0,-1,"['lineitem-l', 'orders-o']"
7_53_10,4,5270702.0,1055555.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o']"
7_53_11,4,5270702.0,1055555.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'supplier-s']"
7_53_12,5,5270702.0,1055555.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o', 'supplier-s']"
