query_name,plan_size,true_cost,compass_est,psql_est,plan
27a,12,19014.399999999627,94528.83349020363,6142.799999999814,lt-ml ml-cc cct2-cc ml-t t-mk mk-k cct1-cc mc-cc mc-cn mc-ct mi-t
27b,12,17854.399999999627,98019.61119408978,6114.799999999814,lt-ml ml-t t-cc cct2-cc ml-mk mk-k cct1-cc mc-cc mc-cn mc-ct mi-t
27c,12,22594.39999999944,134145.84684022886,6526.799999999814,lt-ml ml-cc ml-mc ml-mk mk-k cct1-cc cct2-cc mc-cn mc-ct t-cc mi-t
28a,14,176732.00000000073,432302.9632037785,28964.0,cct1-cc mi_idx-cc cct2-cc mi-mi_idx it2-mi_idx mk-mi k-mk t-mi it1-mi kt-t t-mc cn-mc ct-mc
28b,14,176757.00000000055,434933.7880745733,28961.800000000745,cct1-cc mc-cc ct-mc cct2-cc t-mc t-mk k-mk t-mi_idx it2-mi_idx cn-mc kt-t t-mi it1-mi
28c,14,283778.1999999986,2318729.803543851,276204.39999999956,it2-mi_idx mi_idx-cc cct1-cc t-mi_idx t-mi mk-cc k-mk cct2-cc t-mc cn-mc kt-t it1-mi ct-mc
30a,12,122392.00000000038,434929.51540632115,29365.800000000745,cct2-cc t-cc t-mi cct1-cc t-mi_idx t-mk k-mk it1-mi it2-mi_idx t-ci n-ci
30b,12,101510.40000000001,2802521.0564903854,28966.0,cct2-cc t-cc t-ci t-mi_idx it2-mi_idx t-mk t-mi k-mk it1-mi n-ci cct1-cc
30c,12,298000.00000000006,441147.3252240777,30186.0,cct2-cc ci-cc ci-mi ci-mk ci-mi_idx it2-mi_idx n-ci k-mk cct1-cc it1-mi t-mi
31a,11,986685.3999999985,2682760.3675999963,804348.1999999993,cn-mc mi-mc ci-mi it1-mi n-ci ci-mi_idx it2-mi_idx t-mc t-mk k-mk
31b,11,805769.7999999992,819174.438779,803841.1999999993,cn-mc t-mc t-ci t-mi_idx t-mk k-mk it2-mi_idx n-ci t-mi it1-mi
31c,11,842894.3999999993,8121045.8924998855,804455.7999999989,cn-mc mi-mc ci-mi it1-mi ci-mk ci-mi_idx n-ci k-mk it2-mi_idx t-mi
33a,14,13811.999999999069,3307151.9877718664,6117.0,lt-ml t2-ml t2-mi_idx2 kt2-t2 it2-mi_idx2 ml-mi_idx1 ml-mc1 cn1-mc1 it1-mi_idx1 t1-ml kt1-t1 t2-mc2 cn2-mc2
33b,14,13509.400000000373,103746.11320299287,6115.0,lt-ml t2-ml t2-mi_idx2 it2-mi_idx2 kt2-t2 t1-ml kt1-t1 t1-mc1 cn1-mc1 t1-mi_idx1 it1-mi_idx1 t2-mc2 cn2-mc2
33c,14,26503.999999999534,103394.14069000017,6121.399999999441,lt-ml t2-ml kt2-t2 ml-mc1 cn1-mc1 ml-mi_idx1 it1-mi_idx1 t1-ml kt1-t1 t2-mi_idx2 it2-mi_idx2 t2-mc2 cn2-mc2
29a,17,108476.59999999852,432280.26289643627,28964.0,cct2-cc t-cc t-ci rt-ci n-ci t-mk k-mk chn-ci cct1-cc t-mc cn-mc n-pi it2-pi t-mi it1-mi n-an
29b,17,101941.99999999814,432280.2657460305,28964.0,cct2-cc t-cc t-ci rt-ci n-ci t-mk k-mk chn-ci n-pi it2-pi mi-ci it1-mi cct1-cc t-mc cn-mc n-an
29c,17,169340.39999999554,450049.90901734406,29285.400000002235,cct2-cc t-cc t-ci rt-ci n-ci cct1-cc chn-ci t-mk k-mk t-mc cn-mc n-pi it2-pi t-mi it1-mi n-an
