query_name,plan_size,true_cost,compass_est,psql_est,plan
30c,12,1794463.0,162194.09857597144,27689.800000000745,cct1-cc cct2-cc mi-cc it1-mi mi-mi_idx it2-mi_idx mi-mk k-mk t-mk t-ci n-ci
31a,11,1015679.3999999966,834140.3214820017,804322.1999999993,cn-mc mi-mc it1-mi mi-mi_idx it2-mi_idx t-mi t-mk k-mk t-ci n-ci
31b,11,811080.7999999992,804386.1310689416,803841.1999999993,cn-mc t-mc mi-mc it1-mi t-mk k-mk t-mi_idx it2-mi_idx t-ci n-ci
31c,11,1194368.3999999985,826471.1487399964,804367.7999999989,cn-mc mi-mc it1-mi mi-mi_idx it2-mi_idx t-mc t-mk k-mk t-ci n-ci
33a,14,593382.3999999994,71295.39375699998,66213.39999999944,t1-ml kt1-t1 lt-ml ml-mi_idx2 it2-mi_idx2 t2-ml kt2-t2 t1-mi_idx1 it1-mi_idx1 t1-mc1 cn1-mc1 t2-mc2 cn2-mc2
33b,14,596772.8000000003,69477.2175389999,66213.40000000037,t1-ml kt1-t1 lt-ml ml-mi_idx2 it2-mi_idx2 t2-ml kt2-t2 t1-mc1 cn1-mc1 t1-mi_idx1 it1-mi_idx1 t2-mc2 cn2-mc2
33c,14,581184.3999999999,71357.05471999935,66116.39999999944,t2-ml kt2-t2 lt-ml t2-mi_idx2 it2-mi_idx2 t1-ml kt1-t1 t1-mi_idx1 it1-mi_idx1 t1-mc1 cn1-mc1 t2-mc2 cn2-mc2
29a,17,194360.3999999968,162193.85162778944,27699.800000000745,cct1-cc cct2-cc t-cc t-mi it1-mi t-ci chn-ci rt-ci mc-cc t-mk k-mk cn-mc ci-pi it2-pi n-ci n-an
29b,17,178165.3999999968,162193.85161767155,27699.800000000745,cct1-cc cct2-cc t-cc t-mi it1-mi t-ci chn-ci rt-ci mc-cc t-mk k-mk cn-mc ci-pi it2-pi n-ci n-an
29c,17,1589279.3999999976,162194.2419969083,27703.800000000745,cct1-cc cct2-cc mi-cc it1-mi mi-mk k-mk mi-ci rt-ci ci-pi it2-pi n-ci t-ci t-mc cn-mc n-an chn-ci
